ID,NAME,SLUG,COUNTRY,COUNTRY-SLUG,LAT,LON
2LLrZxoqbNpdnZcw74S7Bz,"Floras Lake, Oregon (USA)",floras-lake-oregon-usa,Oregon (USA),oregon-usa,42.902,-124.5092
2Lq2CVpKVzYFTHXQkuhyV5,"Ruegen / Altefaehr, Germany",ruegen-altefaehr-germany,Germany,germany,54.3294,13.1212
2Lr84ZAxV9t5oGEUMvwR3I,"Old Silver Beach, Massachusetts (USA)",old-silver-beach-massachusetts-usa,Massachusetts (USA),massachusetts-usa,41.6252,-70.6399
2LSdQO4QdsufKDy0QMp3rF,"Playa Los Algodones, Mexico",playa-los-algodones-mexico,Mexico,mexico,27.9647,-111.1046
2LvujZMwWSjEMi7LMj6s95,"Casuarina Surf Club, Australia",casuarina-surf-club-australia,Australia,australia,-12.3607,130.8675
2LVVe14FlEM9JqI1QNfDrZ,"Bohinjsko Jezero / Pri Kramarju, Slovenia",bohinjsko-jezero-pri-kramarju-slovenia,Slovenia,slovenia,46.2822,13.8805
2LwrxykdGeO5zYxTc5uXeW,"Hardelot, France",hardelot-france,France,france,50.6335,1.5764
2m11LNx5KG58bcE9vyVb1x,"Isla Holbox / Cabo Catoche, Mexico",isla-holbox-cabo-catoche-mexico,Mexico,mexico,21.6044,-87.0984
2M3PwkcqqXk55kfSLuRW5S,"Key West / Smathers Beach, Florida (USA)",key-west-smathers-beach-florida-usa,Florida (USA),florida-usa,24.5523,-81.767
2M3Rd1wkKCK25KbRkOYqWU,"Hood Canal / Potlatch State Park, Washington (USA)",hood-canal-potlatch-state-park-washington-usa,Washington (USA),washington-usa,47.3766,-123.1488
2M4kYBn4RqF1kifRoAFGlF,"Vancouver Island / Long Beach, Canada",vancouver-island-long-beach-canada,Canada,canada,49.0667,-125.7468
2mAeQuIHVd8YtT2TDGuD9M,"Puro Island / Las Ud, Philippines",puro-island-las-ud-philippines,Philippines,philippines,17.69111844,120.355439199999
2maFm4qknsFlGH5AEA4qL4,"La Llana, Spain",la-llana-spain,Spain,spain,37.8131,-0.7575
2MByKv9fmTiW38m56pFLXM,"Krk / Baska, Croatia",krk-baska-croatia,Croatia,croatia,44.9647,14.7487
2mCB0haGvaFpQ4SPIAToVD,"Kranevo, Bulgaria",kranevo-bulgaria,Bulgaria,bulgaria,43.4119,28.3461
2MFJbgiIw56nvuUJOrwfyb,"Brombachsee / Ramsberg, Germany",brombachsee-ramsberg-germany,Germany,germany,49.121,10.9392
2Mg7gJSbJUNtdqctu4dT7a,"Isle of Anglesey / Red Wharf Bay, Wales (UK)",isle-of-anglesey-red-wharf-bay-wales-uk,Wales (UK),wales-uk,53.3008,-4.1944
2mgaE6RAaCkj74diw8p9Pw,"Quidico, Chile",quidico-chile,Chile,chile,-38.2453,-73.4824
2MgtqNbomi2uBQ5oc1qBFU,"Dakhla Camp, Morocco",dakhla-camp-morocco,Morocco,morocco,23.8932,-15.7711
2Mia3t7iKXc77Med8uR7FR,"Mustang Island / State Park, Texas (USA)",mustang-island-state-park-texas-usa,Texas (USA),texas-usa,27.6709,-97.171
2MJcqelmM4C6lmwvZSDLFu,"La Digue / Grand Anse, Seychelles",la-digue-grand-anse-seychelles,Seychelles,seychelles,-4.3735,55.8439
2MK1NMKZqFsJv2GY86ULzv,"Montepio, Mexico",montepio-mexico,Mexico,mexico,18.6444,-95.0977
2MKaBF8X7sggvteHZJifSm,"Las Brisas, Mexico",las-brisas-mexico,Mexico,mexico,18.5567,-103.6387
2MM1UCs0TuHaVbt0qhR4Me,"Agger, Denmark",agger-denmark,Denmark,denmark,56.7837,8.2298
2MOumwkPmcdsKkVG4wUXMj,"Sal / Ponta Sino, Cape Verde",sal-ponta-sino-cape-verde,Cape Verde,cape-verde,16.5868,-22.9193
2MPn6z34aJRGdOp3ykoa1J,"Maui / Ulua Beach, Hawaii (USA)",maui-ulua-beach-hawaii-usa,Hawaii (USA),hawaii-usa,20.6904,-156.4438
2MrCCLCzY1e5IQm4ft4UP5,"Cooking Lake / Lakeview, Canada",cooking-lake-lakeview-canada,Canada,canada,53.4035,-113.0893
2mrJelwEDFKlDVVEg9sNd0,"Yzerfontein, South Africa",yzerfontein-south-africa,South Africa,south-africa,-33.3395,18.1605
2MvF3jZGvCUNK306OcaZph,"Peninsula Peljesac / Viganj, Croatia",peninsula-peljesac-viganj-croatia,Croatia,croatia,42.9789,17.1033
2MVk7PPrKwcrbTv3lmKgtL,"Debki, Poland",debki-poland,Poland,poland,54.8332,18.1625
2mYuSqnwgf4YwmGPAcbnX0,"Kyushu / Momochi, Japan",kyushu-momochi-japan,Japan,japan,33.5945,130.3488
2mzZ9VAfS2Fqun8WeXOZqY,"Ile Lifou / Easo, New Caledonia",ile-lifou-easo-new-caledonia,New Caledonia,new-caledonia,-20.7838,167.1257
2N0XJ0lzQXtVnQA8OdbPkf,"Boca Reservoir, California (USA)",boca-reservoir-california-usa,California (USA),california-usa,39.4032,-120.0903
2n2in0D2QemgofIiT1Noxl,"Still Bay Lefts, South Africa",still-bay-lefts-south-africa,South Africa,south-africa,-34.3923,21.4256
2N5FKq5shUOLWFR9doP4xx,"Whiskey Run, Oregon (USA)",whiskey-run-oregon-usa,Oregon (USA),oregon-usa,43.1247,-124.4247
2n5nCUd9xl4bGbYauCGhMm,"Secret Bay, Morocco",secret-bay-morocco,Morocco,morocco,31.3187,-9.7946
2n7qvriCGUo7bHE6bQY7L0,"Cayo Guillermo / Playa el Paso, Cuba",cayo-guillermo-playa-el-paso-cuba,Cuba,cuba,22.5892,-78.6522
2Na5S6NR3dXRNz19vJAK8N,"Isla Espalmador, Spain",isla-espalmador-spain,Spain,spain,38.7757,1.4322
2NjS82zI8m1otBM4XYlBNg,"Gotland / Vitsand, Sweden",gotland-vitsand-sweden,Sweden,sweden,57.6187,18.7637
2nKJxAl0cGMbOKJDmUA8vP,"El Dorado Lake / Boulder Bluff Point, Kansas (USA)",el-dorado-lake-boulder-bluff-point-kansas-usa,Kansas (USA),kansas-usa,37.8639,-96.8168
2Nl80MeYqoXgFZLNrQQ6Vk,"Vancouver Island / Cox Bay, Canada",vancouver-island-cox-bay-canada,Canada,canada,49.1025,-125.8733
2NmEUwg2kdOmjUqLoqtdMs,"Tasucu, Turkey",tasucu-turkey,Turkey,turkey,36.2985,33.9235
2nNXme2XN7UKOVQTAW8tgd,"Les Pilotis, France",les-pilotis-france,France,france,42.8889999999999,3.0521
2NpLpQJHucxbz7AmPLmhdt,"Lake Erie / Sandusky Sand Bar, Ohio (USA)",lake-erie-sandusky-sand-bar-ohio-usa,Ohio (USA),ohio-usa,41.4918,-82.7139
2NQeJinjrK8AGmZJN3Zz13,"Moonshine Bay, South Africa",moonshine-bay-south-africa,South Africa,south-africa,-34.3789,18.8278
2NRAIW5nW0BmEreKoDB1Nc,"Zarate, Peru",zarate-peru,Peru,peru,-13.9799,-76.2698
2nSx8rbwKN0kZkgJxCG0HE,"La Pared, Puerto Rico",la-pared-puerto-rico,Puerto Rico,puerto-rico,18.3765,-65.7145
2nUqjQJbIg4CTD7QscOd6M,"Hatteras / S-Turns, North Carolina (USA)",hatteras-s-turns-north-carolina-usa,North Carolina (USA),north-carolina-usa,35.6182,-75.4676
2nVYaf8qM8CwedFBbfFzQo,"Icarai, Brazil",icarai-brazil,Brazil,brazil,-3.6735,-38.6656
2NW2c6qlsblVfPK9Mvieel,"Estero Morua, Mexico",estero-morua-mexico,Mexico,mexico,31.2793,-113.4289
2nZhKrLDd2inoatiyJTRey,"Clear Lake / South Shore Access, Iowa (USA)",clear-lake-south-shore-access-iowa-usa,Iowa (USA),iowa-usa,43.1184,-93.4177
2nZP0LsM43aPdDVizoaYu3,"Terracina, Italy",terracina-italy,Italy,italy,41.284,13.2456
2NZXTOekl0qXFyjwcUsSuO,"Ile d'Oleron / Grand Village Plage, France",ile-d-oleron-grand-village-plage-france,France,france,45.8502,-1.2537
2o4acGeEjz6beBepLEl0OY,"Tharon, France",tharon-france,France,france,47.1699,-2.1666
2obGgCi064dJpxXC5VCbWO,"Marina di Casal Velino, Italy",marina-di-casal-velino-italy,Italy,italy,40.1641,15.1423
2OCxYOAGC8Y94mnfgaAGRh,"Praia da Areia Branca, Portugal",praia-da-areia-branca-portugal,Portugal,portugal,39.2663,-9.3359
2oDZSADpTCo8Xfu2hPCu8v,"Le Grau-Du-Roi-Plage, France",le-grau-du-roi-plage-france,France,france,43.5289,4.1393
2oESYzi3IVZSrZ3gaUWD2Q,"La Rabbina, Italy",la-rabbina-italy,Italy,italy,43.8873,8.0528
2OeZmir930W9DEv8AsFKoo,"Grossenbrode West, Germany",grossenbrode-west-germany,Germany,germany,54.3818,11.081
2of68pFBkjVTYd2vbVVO8M,"Maui / Kaihalulu Red Sand Beach, Hawaii (USA)",maui-kaihalulu-red-sand-beach-hawaii-usa,Hawaii (USA),hawaii-usa,20.7565,-155.9841
2ofmHkOs0ZL5iNJXpxdV1t,"Cape Lookout, North Carolina (USA)",cape-lookout-north-carolina-usa,North Carolina (USA),north-carolina-usa,34.6035,-76.5372
2OFUWnlya8ix9GmHGBhoGZ,"Hunstanton Beach, England (UK)",hunstanton-beach-england-uk,England (UK),england-uk,52.9352,0.4837
2ogdYZduuvEm8JnHZUI9E0,"Vieux-Boucau-les-Bains, France",vieux-boucau-les-bains-france,France,france,43.7819,-1.4147
2oHVLAfroYEtCmLTretKSO,"Ringkobing Fjord / Hvide Sande Nord, Denmark",ringkobing-fjord-hvide-sande-nord-denmark,Denmark,denmark,56.0202,8.1297
2omR9jYXC3QOzhCUZdpoah,"Civitanova Marche, Italy",civitanova-marche-italy,Italy,italy,43.3039,13.737
2OPQEmxIS5Lzyd3g78DAa2,"Xiamen Beach, China",xiamen-beach-china,China,china,24.4492,118.1633
2oQBZPI8XT3axnW8TuIJDb,"Port Miramar, France",port-miramar-france,France,france,43.1149,6.2422
2Or6X116ZFcgCKjByEArvS,"Oahu / Waikiki, Hawaii (USA)",oahu-waikiki-hawaii-usa,Hawaii (USA),hawaii-usa,21.2815,-157.8409
2oSbpCUsT6KAvYN6bNDitq,"Ambury Park, New Zealand",ambury-park-new-zealand,New Zealand,new-zealand,-36.9408,174.7578
2oSj3xYE6MJH6FxpS2lojV,"Mykonos / Ftelia Bay, Greece",mykonos-ftelia-bay-greece,Greece,greece,37.4614,25.3747
2oSy1Q4DfhS0J4AYiDnjVF,"Corfu / Chalikounas, Greece",corfu-chalikounas-greece,Greece,greece,39.4543,19.8726
2otoDZQzKuV0YUrSoHjS7c,"Club de Playa, Spain",club-de-playa-spain,Spain,spain,36.7034,-2.8034
2oTSn2Z7SxNkCzz6C5GZH5,"Playa de Riells, Spain",playa-de-riells-spain,Spain,spain,42.115,3.1397
2oua6EDcqBOHCSXDYSQ7RN,"Bawaki, Egypt",bawaki-egypt,Egypt,egypt,29.1057,34.675
2oukkJFDGS5bU2CCJGK3uH,"Figueira da Foz, Portugal",figueira-da-foz-portugal,Portugal,portugal,40.138,-8.8628
2OulAwHcLNT7EpdBWieZTD,"Lagoa Grande, Brazil",lagoa-grande-brazil,Brazil,brazil,-2.8773,-40.6551
2OvmKg8F58cga0DXRu6R1q,"Sardinia / Poetto, Italy",sardinia-poetto-italy,Italy,italy,39.2126,9.1746
2ovX5uPwzPGrqyVnUI1Q2w,"Areia Branca, Mozambique",areia-branca-mozambique,Mozambique,mozambique,-23.7809,35.4799
2OwyjKGO34VH3dz7ZbgRFR,"Magong / Shanshuei, Taiwan",magong-shanshuei-taiwan,Taiwan,taiwan,23.5127,119.591
2OYF2gKAQd4pjQKQopmgbX,"Eustacia Island Beach, Virgin Islands (British)",eustacia-island-beach-virgin-islands-british,Virgin Islands (British),virgin-islands-british,18.5088,-64.3577
2p4o0DU366nUXE4xTZPBXf,"Palmas, Brazil",palmas-brazil,Brazil,brazil,-27.3199,-48.5397
2P5km3DsrBKvRAKMRhwTxE,"Providenciales / Long Bay, Turks and Caicos Islands",providenciales-long-bay-turks-and-caicos-islands,Turks and Caicos Islands,turks-and-caicos-islands,21.7811,-72.1571
2p6h47ewaIiQVgpcnAZcyD,"Amrum / Wittduen Badebucht, Germany",amrum-wittduen-badebucht-germany,Germany,germany,54.6231,8.395
2PAbOd2Qt9VezrwLuw9Loa,"Greyabbey, Ireland",greyabbey-ireland,Ireland,ireland,54.5328,-5.5609
2pCWI1huXcod9vMpBP4a31,"Sjaelland / Stillinge Strand, Denmark",sjaelland-stillinge-strand-denmark,Denmark,denmark,55.4422,11.2045
2PgDoZZWP4gRuXLBDfEfKk,"Orinon, Spain",orinon-spain,Spain,spain,43.3989999999999,-3.321
2pGn3MoqL2ea2dtDjJV7Hg,"Motukaraka Island, New Zealand",motukaraka-island-new-zealand,New Zealand,new-zealand,-36.8816,174.981
2piE9BsDIife6Omek7ggag,"Vancouver Island / Nitinat Lake Camping, Canada",vancouver-island-nitinat-lake-camping-canada,Canada,canada,48.8055,-124.6808
2PIeDX7Tx18cul1Z5EqyR6,"Riet River, South Africa",riet-river-south-africa,South Africa,south-africa,-33.563,27.0128
2PlLSLUFit7yiusJ14mrHW,"Cherating, Malaysia",cherating-malaysia,Malaysia,malaysia,4.1299,103.4075
2pmvIUx4zVUbSfT8qa5JX8,"Marina di Vecchiano, Italy",marina-di-vecchiano-italy,Italy,italy,43.7863,10.2675
2pNH7u21UGI9x1PFncVgdg,"Kummerower See / Sommersdorf, Germany",kummerower-see-sommersdorf-germany,Germany,germany,53.7994,12.8756
2povu5agb2yLsLFGQ0cAeM,"Hug Point, Oregon (USA)",hug-point-oregon-usa,Oregon (USA),oregon-usa,45.8281,-123.9621
2pPympOj1jwVSkooqZqpQc,"Lago de Nicaragua / San Jorge, Nicaragua",lago-de-nicaragua-san-jorge-nicaragua,Nicaragua,nicaragua,11.4606,-85.7904
2pstQk2PXtS9hxbREYALZL,"El Tamarindo, El Salvador",el-tamarindo-el-salvador,El Salvador,el-salvador,13.1788,-87.9155
2PSX1LvIwT2qX7ndDcmovo,"Ver-sur-Mer, France",ver-sur-mer-france,France,france,49.3456,-0.5248
2PTfMOrogYpjFCqLPZ1wSx,"Mallorca / Arenal, Spain",mallorca-arenal-spain,Spain,spain,39.5024,2.75
2pU34XtP4dqOnyGcm2j8w,"Sjaelland / Munkerup, Denmark",sjaelland-munkerup-denmark,Denmark,denmark,56.1056,12.375
2pufCxWFoQKBxh3Wyyjtbf,"Tybee Island / 2nd Street, Georgia (USA)",tybee-island-2nd-street-georgia-usa,Georgia (USA),georgia-usa,32.0116,-80.8406
2pVL6o2ZRnAmJbOnWQQcKq,"Lido Kitebeach, Italy",lido-kitebeach-italy,Italy,italy,45.3753,12.3455
2pZPXrZgOLAwihbQ5H1sjf,"Platin Rouge, Mauritius",platin-rouge-mauritius,Mauritius,mauritius,-20.4766,57.3085
2q17QnenX9I269XssnyfIE,"Spanish Wells, Bahamas",spanish-wells-bahamas,Bahamas,bahamas,25.5497,-76.7629
2q1mXntZHp96lL4SzVUacc,"Santa Maria Del Focallo, Italy",santa-maria-del-focallo-italy,Italy,italy,36.7219,14.9151
2Q7U62woBCAYIUmhENdgBB,"Ruakaka River Mouth, New Zealand",ruakaka-river-mouth-new-zealand,New Zealand,new-zealand,-35.9038,174.4627
2Q8P9BcS3eW9wi080mU4k0,"Islote, Puerto Rico",islote-puerto-rico,Puerto Rico,puerto-rico,18.4841,-66.5804
2qC0WSiThjp8RVLUSXtkev,"Nuqui Kite Beach, Colombia",nuqui-kite-beach-colombia,Colombia,colombia,5.7153,-77.2635
2qDt9wa9okbJ0QAgfQU31r,"Buffelsbaai, South Africa",buffelsbaai-south-africa,South Africa,south-africa,-34.0859,22.9741
2QfjwOLO95blOyogeEgcWW,"Playa del Chanquete, Spain",playa-del-chanquete-spain,Spain,spain,36.7168,-4.3495
2QhpTGx9CWOmP9BwjaijnI,"Kite Island, New Jersey (USA)",kite-island-new-jersey-usa,New Jersey (USA),new-jersey-usa,39.7874,-74.1436
2qHT3SgPTIKfca9Nz6zWUC,"Les Salins, France",les-salins-france,France,france,43.116,6.2048
2QHwmYTtgrPi57z7HHcXpE,"Shipwrecks, Mexico",shipwrecks-mexico,Mexico,mexico,23.1195,-109.5279
2qJrhvRNWJ1Id9amBsPCvj,"Last Mountain Lake / Fox's Point, Canada",last-mountain-lake-fox-s-point-canada,Canada,canada,50.9477,-105.1521
2qjtfvaKVKUTDdMzrhhAmO,"Ilha do Guajiru / Secret Spot, Brazil",ilha-do-guajiru-secret-spot-brazil,Brazil,brazil,-2.8903,-39.8842
2QJVz6KA0vCurqaPBPGy3h,"Pohang South Beach, South Korea",pohang-south-beach-south-korea,South Korea,south-korea,36.0453,129.3771
2qkqayjc44GgbO6HQn5KNI,"Le Sablettes, France",le-sablettes-france,France,france,43.0783,5.8971
2QKxPZM63qjRhtfIhiTgKL,"Zaafarana, Egypt",zaafarana-egypt,Egypt,egypt,29.0076,32.6228
2QKxsL2Jjuka5GdchTcCyR,"Sozopol, Bulgaria",sozopol-bulgaria,Bulgaria,bulgaria,42.4128,27.7014
2qLFj48uigAnI2Q06pvGqz,"Ile d'Oleron / La Perroche, France",ile-d-oleron-la-perroche-france,France,france,45.8995,-1.2993
2qOSZp7U41VAOLBOM8o1NN,"Hvide Sande Molen, Denmark",hvide-sande-molen-denmark,Denmark,denmark,55.9983,8.119
2QPKKUEp5ihvj9dMEXoqRo,"Ile-Tudy, France",ile-tudy-france,France,france,47.8431,-4.1659
2QRIvh4SCPk7NuQVzbByQH,"Corsica / Centre Nautique, France",corsica-centre-nautique-france,France,france,42.5609,8.7573
2QrIWtQoa9sj9fzi1ZRoDA,"Seal Beach, California (USA)",seal-beach-california-usa,California (USA),california-usa,33.7409,-118.1148
2QuBI9xgGdH0AT4nDCXNOe,"Oosterschelde / Oesterdam, Netherlands",oosterschelde-oesterdam-netherlands,Netherlands,netherlands,51.5,4.184
2qupWNOfHE4t3VKvoGeu6B,"Rio do Fogo, Brazil",rio-do-fogo-brazil,Brazil,brazil,-5.2765,-35.3783
2QWQ5aMDg8j2dR99McdWFC,"Sicily / Tonnarella, Italy",sicily-tonnarella-italy,Italy,italy,37.6635,12.5541
2QyBG49xbeHT8qbk035ehl,"Porto Cesareo, Italy",porto-cesareo-italy,Italy,italy,40.2685,17.8837
2qyYtenU1D72LKJC8dUKxm,"Samana Cay, Bahamas",samana-cay-bahamas,Bahamas,bahamas,23.0746,-73.7603
2rB77AoQiGwZoGUFyBqR0B,"Sumbawa / Nungas, Indonesia",sumbawa-nungas-indonesia,Indonesia,indonesia,-8.7956,118.3799
2RB9q5Umt9TYlAPyOVARkX,"Koppies Dam, South Africa",koppies-dam-south-africa,South Africa,south-africa,-27.2472,27.6809999999999
2rC9OtxfeXq4mreygldmiP,"Velddrift River, South Africa",velddrift-river-south-africa,South Africa,south-africa,-32.7894,18.1463
2rFRSc5vH8XRcZ9FNxl8B5,"Oued-Cherrat, Morocco",oued-cherrat-morocco,Morocco,morocco,33.8621,-7.0759
2Rg6auMXeknce6Y2qoNc7R,"Viti Levu / Pacific Harbour, Fiji Islands",viti-levu-pacific-harbour-fiji-islands,Fiji Islands,fiji-islands,-18.2519,178.0767
2rHawRVumn821h1JO5y1Yc,"Wangerooge / Nordstrand, Germany",wangerooge-nordstrand-germany,Germany,germany,53.7937,7.8946
2RhMAg6c1dGy2bQcqo1pmV,"Sal / Curral Joul, Cape Verde",sal-curral-joul-cape-verde,Cape Verde,cape-verde,16.7332,-22.9868
2Rhw0Nwfwjq6JCmydmovTY,"Lake Michigan / South Haven South Beach, Michigan (USA)",lake-michigan-south-haven-south-beach-michigan-usa,Michigan (USA),michigan-usa,42.4001,-86.2839999999999
2rITwpzOartlPaDEB3v37t,"Rufanes River Mouth, South Africa",rufanes-river-mouth-south-africa,South Africa,south-africa,-33.5805,26.9367
2RJ3ADfuNSbyEQuPHdOF97,"Rhodos /  Ialissos, Greece",rhodos-ialissos-greece,Greece,greece,36.4205,28.1323
2RJBmJyuEDg7qf8vqUvzjq,"Sao Sebastiao, Brazil",sao-sebastiao-brazil,Brazil,brazil,-23.7779,-45.3999
2RjHtmpgV1R0ptnGzw1B9F,"Upolu / Saanapu, Samoa",upolu-saanapu-samoa,Samoa,samoa,-13.9927,-171.8738
2rjnXIpyjk298eqcJCgoYw,"Tahiti / Papenoo, French Polynesia",tahiti-papenoo-french-polynesia,French Polynesia,french-polynesia,-17.5119,-149.4195
2rkaQTS2zmcBSJvjXiJZEe,"Satra, Sweden",satra-sweden,Sweden,sweden,59.4186,17.997
2RL2kwt66hm9N3gRemp4Gk,"Skyway Bridge North Rest Area, Florida (USA)",skyway-bridge-north-rest-area-florida-usa,Florida (USA),florida-usa,27.6548,-82.6752
2rLHO8SLHNpnU9Cw1muQOM,"War Horse Lake, Montana (USA)",war-horse-lake-montana-usa,Montana (USA),montana-usa,47.1213,-108.5497
2rlTgFHwDGJM73iPzqQ6by,"Baleal Bay, Portugal",baleal-bay-portugal,Portugal,portugal,39.3605,-9.3534
2RNeKA9Qrwh6W6rWeg6JdM,"Hatteras / Rodanthe Soundside, North Carolina (USA)",hatteras-rodanthe-soundside-north-carolina-usa,North Carolina (USA),north-carolina-usa,35.5888,-75.4694
2RssYZ8WHMaAvjIKBScSsz,"Kralova / Bagre, Slovakia",kralova-bagre-slovakia,Slovakia,slovakia,48.2203,17.826
2RTaH93ecO5fJoLIUgcvL8,"Pohnpei / P-Pass, Micronesia",pohnpei-p-pass-micronesia,Micronesia,micronesia,6.9813,158.1281
2RTsqQwdGAShXwkLt3nc4m,"Sardinia / Porto Campana, Italy",sardinia-porto-campana-italy,Italy,italy,38.8853,8.8646
2RtvADJOrsft2JTx7MjlAt,"Maui / Ukumehame Beach Park, Hawaii (USA)",maui-ukumehame-beach-park-hawaii-usa,Hawaii (USA),hawaii-usa,20.7958,-156.5847
2ruUH4IuVlb8u9Wmq9VlYn,"Elly Bay, Ireland",elly-bay-ireland,Ireland,ireland,54.1605,-10.0909
2rvQI2kGeA2Yeomk38wjQL,"Mon / Klintholm Havn, Denmark",mon-klintholm-havn-denmark,Denmark,denmark,54.9523,12.4697
2rWnZHNkxc1XuUXnf9NUi6,"Lacul Ghidighici, Moldova",lacul-ghidighici-moldova,Moldova,moldova,47.0924,28.7343
2RybztC3uxnBKLxdUr3E1S,"Maralison Island, Philippines",maralison-island-philippines,Philippines,philippines,11.4159,122.0276
2S3kAWb6bvl7RoEC6QzWlY,"Ventimiglia, Italy",ventimiglia-italy,Italy,italy,43.7919,7.5913
2S3u7B5eWAGFSV0BIZ92my,"Lake Erie / Pleasant Beach, Canada",lake-erie-pleasant-beach-canada,Canada,canada,42.8642,-79.1267
2S56bQOUe8pKbLOwZqE7ZC,"Honshu / Nishihama, Japan",honshu-nishihama-japan,Japan,japan,35.3122,139.4759
2sApyubDh50XHo7WKSMQHr,"Lesvos / Limena, Greece",lesvos-limena-greece,Greece,greece,39.1972,25.8536
2SbVzZ8wSLtm3cj1eHObZS,"Lido Garda, Italy",lido-garda-italy,Italy,italy,41.4894,12.5888
2SCuogqOCQj45O8IIodLgj,"Tinley Manor Beach Point, South Africa",tinley-manor-beach-point-south-africa,South Africa,south-africa,-29.4419999999999,31.2921
2sGWkmmRyT7feQ3r7bPmfU,"Telfair, Mauritius",telfair-mauritius,Mauritius,mauritius,-20.5061,57.4076
2Shaw66P6kWtbwjDIVSVjP,"Mariluz, Brazil",mariluz-brazil,Brazil,brazil,-29.928,-50.0972
2sHbAOYR6HdyIJoh0HjS3V,"Lagoa de Albufeira, Portugal",lagoa-de-albufeira-portugal,Portugal,portugal,38.5088,-9.1796
2SI7x9ZLa6xj5isGtrVaCV,"Seehamer See, Germany",seehamer-see-germany,Germany,germany,47.8506,11.8632
2snlFTNMNBVqS1VRjB7okI,"Vilamoura Beach, Portugal",vilamoura-beach-portugal,Portugal,portugal,37.0863,-8.1688
2SpYzzdg37zl4R4CKrJYBd,"Chelseas Point, Philippines",chelseas-point-philippines,Philippines,philippines,15.2378,120.0106
2SRBVpGsK3FSZGj9vUn7nG,"Playa Bagdad, Mexico",playa-bagdad-mexico,Mexico,mexico,25.837,-97.1504
2sSmAfkFoE0CadZhJz8DnD,"Castlepoint Beach, New Zealand",castlepoint-beach-new-zealand,New Zealand,new-zealand,-40.8978,176.2205
2StQCa3DY8oSjGP1Mq0yf5,"Cape Ghir, Morocco",cape-ghir-morocco,Morocco,morocco,30.625,-9.8785
2sXQzOLigfg14EDyVP2kb1,"St. Carles de la Rapita, Spain",st-carles-de-la-rapita-spain,Spain,spain,40.6139,0.5929
2sxXGGiaUSaZluhjEQPVOV,"Limfjorden / Trend, Denmark",limfjorden-trend-denmark,Denmark,denmark,56.8593,9.2118
2t1cbQGv924VsBFfwDyPl5,"Barra do Mamanguape, Brazil",barra-do-mamanguape-brazil,Brazil,brazil,-6.7704,-34.9204
2t2KHILxeRYrnAWUgaYvHR,"Columbia River / Hood River Event Site, Oregon (USA)",columbia-river-hood-river-event-site-oregon-usa,Oregon (USA),oregon-usa,45.7158,-121.5126
2T2zOnmIfdBFfOTcArS4B,"Regencia, Brazil",regencia-brazil,Brazil,brazil,-19.6547,-39.8224
2T46kdiLLhtnhd2nKMextV,"Forte Orange, Brazil",forte-orange-brazil,Brazil,brazil,-7.8119,-34.8402
2T8sGymLszxhjvnwN8MorG,"Lake Pflugerville, Texas (USA)",lake-pflugerville-texas-usa,Texas (USA),texas-usa,30.4442,-97.5666
2TAlqF9l1kmY5dQJ0hygUy,"Howard Beach, New York (USA)",howard-beach-new-york-usa,New York (USA),new-york-usa,40.6436,-73.8579
2tbUIaoLv9NeoJdtXOmR3T,"Gran Canaria / Arinaga, Canary Islands",gran-canaria-arinaga-canary-islands,Canary Islands,canary-islands,27.8479,-15.413
2tDeNbVKssRHKJtIvMnGPv,"Frigates, Fiji Islands",frigates-fiji-islands,Fiji Islands,fiji-islands,-18.4755,177.9272
2TdsF0pCmeItI7QF5idIdc,"Mendu, France",mendu-france,France,france,47.5786,-3.0483
2te80brTWCfowNTO5Uc1zk,"Playa Hermosa, Costa Rica",playa-hermosa-costa-rica,Costa Rica,costa-rica,10.5755,-85.6786
2TeBS80gmJAjJDIFwTNUgk,"Ocean Shores, Washington (USA)",ocean-shores-washington-usa,Washington (USA),washington-usa,46.9726,-124.172999999999
2TEHyjrisWHWVvpZ7NCbvM,"Lake Lipno / Dolni Vltavice, Czech Republic",lake-lipno-dolni-vltavice-czech-republic,Czech Republic,czech-republic,48.6969,14.0748
2TemX7lSgp9VF0TeXSmMgb,"Porthmeour, England (UK)",porthmeour-england-uk,England (UK),england-uk,50.2163,-5.489
2tFLMwkt4ABbOjEwCf6qS4,"Pottuvil Point, Sri Lanka",pottuvil-point-sri-lanka,Sri Lanka,sri-lanka,6.8753,81.8459
2Tg0ulr1WU1pWjk3fCF2UX,"White Bear Lake, Canada",white-bear-lake-canada,Canada,canada,49.7657,-102.2614
2TGd8KgnU6v5HCoYhPS7wC,"San Xurxo da Marina, Spain",san-xurxo-da-marina-spain,Spain,spain,43.5305,-8.2975
2Ti2prKz7znkfVFUdoTEs4,"Playa Horizonte, Argentina",playa-horizonte-argentina,Argentina,argentina,-38.0961,-57.5428
2TkDOuBQR1S8pknfMEGbkc,"Isle of Wight / Appley, England (UK)",isle-of-wight-appley-england-uk,England (UK),england-uk,50.7282,-1.1422
2tn9VN0tUBE7q4nleRu6KE,"Toroe / Stenstrand, Sweden",toroe-stenstrand-sweden,Sweden,sweden,58.7973,17.798
2toTuWqLK1JyfWMsoeDHx3,"Oum Laboiur, Morocco",oum-laboiur-morocco,Morocco,morocco,23.763,-15.9218
